Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Vaca-Gallegos, Silvia",57188706346,17,"Computer Science
Environmental Science
Medicine
Psychology
Multidisciplinary
Mathematics
Neuroscience
",0000-0001-6333-0267
"Moncayo, Eduardo A.",57326150200,3,"Agricultural and Biological Sciences
Immunology and Microbiology
Medicine
Environmental Science
",
"Esparza González, Elvia Isabel",57657355500,1,"Computer Science
",
"Verdú Delgado, Ana Dolores",56158134200,4,"Social Sciences
",
"Encalada, Eduardo",56028392200,2,"Computer Science
Mathematics
",0000-0002-8823-6266
"Renteria, Veronica Elizabeth Gonzalez",57218386295,1,"Computer Science
",
"Rosero, María Fernanda Ortiz",57208185655,1,"Medicine
",
"Santos Delgado, Ana Alexandra",55965521900,4,"Business, Management and Accounting
Decision Sciences
Computer Science
Social Sciences
Engineering
",0000-0001-8987-9530
"Quiñones, Santiago",57473905400,1,"Engineering
",
"Vega, Marlon",57222319156,1,"Environmental Science
Agricultural and Biological Sciences
",
"Torres, Jose Luis Chavez",57976462900,1,"Engineering
",
"Romero-Benavides, Juan Carlos",55511748229,22,"Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Biochemistry, Genetics and Molecular Biology
Medicine
Social Sciences
Environmental Science
Immunology and Microbiology
Arts and Humanities
Earth and Planetary Sciences
Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
",0000-0003-1660-1217
"Cruz-Erazo, Claudia Teresa",57189255467,3,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0001-5156-0700
"Salinas, Junior Ulises Sinche",57223280018,1,"Computer Science
",
"Székely, Paul",26647168500,36,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Multidisciplinary
Medicine
Earth and Planetary Sciences
Neuroscience
",
"Espinosa-Vélez, María Paula",57273040300,3,"Computer Science
",
"Mahauad, Maria Dolores",57787551000,1,"Business, Management and Accounting
",
"Cevallos, Marcelo Costa",57386466400,1,"Social Sciences
",
"Samaniego, Santiago",55659274100,1,"Social Sciences
",
"Guaman-Jaramillo, Jorge Eduardo",57202946670,3,"Computer Science
",
"Salcedo-Viteri, Karina",57387997300,1,"Social Sciences
",
"Lozano-Samaniego, A.",57219797928,1,"Medicine
",
"Herrera Valdiviezo, M.",57211323529,1,"Physics and Astronomy
Materials Science
Mathematics
Engineering
Computer Science
",
"Rodríguez Quezada, Fanny Cecilia",57204200478,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Durán, Sergio Valverde",57217179869,1,"Chemical Engineering
Materials Science
",
"Lopez, Juan Pablo Ordonez",57207430379,1,"Computer Science
Engineering
Social Sciences
",
"Espinosa Jaramillo, Franklin Oswaldo",56239470100,1,"Social Sciences
Arts and Humanities
",
"Rogel, Diana Elizabeth Rivera",57266080300,1,"Computer Science
Social Sciences
",
"Guaman, Bryant Portilla",57218387376,1,"Computer Science
",
"Rosales, Jandry",56519456600,3,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Medicine
",
"Jimbo, Arianna",57861295100,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Malla, Darwin Castillo",57222154632,1,"Engineering
Social Sciences
Computer Science
",
"Barahona, Cristina Elisabeth Urgilés",57214730807,4,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Salinas-Aleaga, David Santiago",57211482871,2,"Business, Management and Accounting
Decision Sciences
",
"Chavez, Edison",57202947513,1,"Computer Science
",
"Alvear, Nelson Vicente Chávez",57214898563,1,"Computer Science
",
"Aguirre-Burneo, María Elvira",57875195300,2,"Computer Science
Social Sciences
",
"Crespo, Claudio",57222561116,1,"Agricultural and Biological Sciences
",
"Paredes, Marcelo",57195319183,1,"Computer Science
",0000-0001-9219-4284
"Alvarado, Julio",57604151700,1,"Environmental Science
Medicine
",
"Vaca-Sarango, Cristian",57719993000,1,"Medicine
",
"Galarza, Gustavo",57552437100,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Narváez, Carlos",57194944802,2,"Agricultural and Biological Sciences
Environmental Science
",
"Ruíz, Eduardo",57222228103,1,"Computer Science
",
"León, César",57203873211,1,"Physics and Astronomy
",
"Kruzkaya, Ordonez",57195314965,1,"Computer Science
",
"Alvarado-Barros, Teodoro",57192654249,1,"Computer Science
Social Sciences
",
"LÃ³pez Vargas, Jorge A.",55757797100,16,"Computer Science
Social Sciences
Engineering
Mathematics
Decision Sciences
",0000-0001-5305-7762
"Aucapiña, Anna Lucia Guamán",57549926600,1,"Medicine
",
"Bailon-Moscoso, Natalia",56009506200,30,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Environmental Science
Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Arts and Humanities
Energy
Earth and Planetary Sciences
Immunology and Microbiology
Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
",0000-0003-2754-1328
"Vivanco, Mayra Ortega",57195331065,1,"Computer Science
",
"Herrera, Iliana E.",57204817796,1,"Social Sciences
",
"De Lema, Sofía Sanz González",57204818641,1,"Social Sciences
",
"Ramírez-García, César O.",58114986900,1,"Engineering
Medicine
Chemical Engineering
Social Sciences
",
"Agila-Palacios, Martha Vanessa",36184967500,10,"Computer Science
Social Sciences
Engineering
Decision Sciences
",
"Coronel, Diana Cecilia Guamán",57219519346,1,"Social Sciences
Psychology
",
"Valladares Romero, Cynthia S.",57215327492,1,"Agricultural and Biological Sciences
",
"Castillo-Manchay, Nixon Javier",57610714900,1,"Computer Science
",
"Carrión Paladines, Humberto Vinicio",57222575131,1,"Agricultural and Biological Sciences
",
"Fanny Paladines, G.",57188548128,1,"Engineering
Computer Science
",
"Bustamante-Sánchez, Natalia Soledad",57202943383,4,"Mathematics
Computer Science
Engineering
Economics, Econometrics and Finance
",
"Gonzalez, Karina Paola Valarezo",57273042900,1,"Computer Science
",
"Cueva-Agila, Augusta Yadira",15750057900,10,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Earth and Planetary Sciences
Multidisciplinary
Engineering
",0000-0001-5293-6095
"Cueva, Luis Dario Sinche",57218388246,1,"Computer Science
",
"Pérez Bravo, Digna Dionisia",57211789790,2,"Health Professions
Social Sciences
Medicine
",
"González-Eras, Alexandra",57196150912,14,"Computer Science
Mathematics
Engineering
Social Sciences
Physics and Astronomy
Business, Management and Accounting
Medicine
",0000-0002-5305-7882
"Romero, Maria Noralma",57273762700,1,"Computer Science
",
"García, Juan Fernando",57217661678,2,"Physics and Astronomy
Materials Science
Environmental Science
Agricultural and Biological Sciences
",0000-0002-5361-1468
"Guerra, Víctor Manuel López",57205194348,1,"Medicine
Psychology
",
"Pacheco-Jara, Liliana",57189460450,1,"Social Sciences
Computer Science
Decision Sciences
",
"Villa-Achupallas, Mercedes",57201272919,2,"Environmental Science
Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",
"Mireya Lapo, C. P.",57214805871,1,"Engineering
Environmental Science
",
"Aguilar-Feijoo, Ruth Marlene",57193361358,1,"Social Sciences
",
"Reyes, Carlos",57224981194,1,"Agricultural and Biological Sciences
",
"Moreno-Hurtado, Carlos Andrés",57202523972,10,"Computer Science
Energy
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Social Sciences
",0000-0001-6376-9034
"José Fernando Negrete, Z.",57204397730,1,"Computer Science
",
"Cadme, Elizabeth",56716249000,7,"Computer Science
Social Sciences
Engineering
Mathematics
Energy
",0000-0002-5554-0560
"Jácome, Soraya",55791035200,7,"Physics and Astronomy
Materials Science
Computer Science
Chemistry
Mathematics
Engineering
",
"Rojas, Manuel Alexander",57215033304,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Encalada, Diana",57817464300,1,"Computer Science
",
"Riofrío-Guamán, María Lorena",55960919800,4,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
",0000-0003-2706-4701
"Torres, Nixon Cumbicus",57146965900,5,"Agricultural and Biological Sciences
",
"Cajamarca, Anie Ocampo",57562231600,1,"Computer Science
",
"Yaguana-Romero, Hernán Antonio",57190658841,9,"Computer Science
Arts and Humanities
Social Sciences
",
"Peñafiel, Manuel Alejandro",57211937554,1,"Agricultural and Biological Sciences
Environmental Science
",
"Castro, Luz María",55326145300,13,"Environmental Science
Social Sciences
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Economics, Econometrics and Finance
Physics and Astronomy
Chemistry
Earth and Planetary Sciences
Medicine
Veterinary
",0000-0003-2867-0252
"Ochoa-Ochoa, Tania Jackeline",57195330192,2,"Business, Management and Accounting
Computer Science
Decision Sciences
",
"Cardenas-Carrillo, Ramiro",57274024700,1,"Computer Science
",
"Murillo-Sotomayor, Kevin E.",57224162942,1,"Chemistry
",
"Macas Malán, Carlos",57212063769,1,"Engineering
Computer Science
",
"Poma, Ana",57387906300,1,"Mathematics
Computer Science
",
"Camacho, Karen Nicole Armijos",57214898345,1,"Computer Science
",
"Granda, Miguel",57225931027,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
",
"Guajala-Michay, María",57190741933,1,"Engineering
Computer Science
",
"Chamba-Eras, Irene",57485642700,3,"Computer Science
Engineering
Agricultural and Biological Sciences
Social Sciences
Environmental Science
",
"Hualpa-Vega, Santiago",58120202100,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
",
"Robles, John",58083497300,1,"Agricultural and Biological Sciences
Mathematics
Energy
Decision Sciences
",
"Carrión, Jimmy",57220209668,1,"Mathematics
Computer Science
",
"Zaragoza, Carlos",56721030200,1,"Agricultural and Biological Sciences
",
"Samaniego-Franco, Jennifer Betzabe",57205705592,8,"Computer Science
Social Sciences
Engineering
Arts and Humanities
",
"Artieda-Ponce, Mauricio Patricio",57202941182,4,"Computer Science
Engineering
Decision Sciences
",0000-0002-4320-4519
"Pachar, Pamela",57687851900,1,"Multidisciplinary
",
"Zúñiga-Sarango, Wilson",57219866954,2,"Agricultural and Biological Sciences
Environmental Science
",
"Quezada, Liliana Correa",57700628700,2,"Agricultural and Biological Sciences
Environmental Science
Engineering
Earth and Planetary Sciences
Social Sciences
",
"Armijos, Verónica Noriega",57200552967,2,"Business, Management and Accounting
Decision Sciences
",
"Domínguez, Diego F.",35740101500,4,"Agricultural and Biological Sciences
Environmental Science
",
"Yunga, Manuel",57981683000,1,"Mathematics
Computer Science
",
